City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
582,Charters Towers,AU,55.51,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
583,San Juan Ixcoy,GT,72.45,overcast clouds,15.5997,-91.4453,Hotel Hacienda Real
585,Malabugas,PH,79.11,light rain,9.3681,122.7678,HOTEL MAEFINN
587,Lucapa,AO,73.31,few clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
590,Peleduy,RU,53.38,light rain,59.6289,112.7406,Гостиница «Уют»
591,Am Timan,TD,69.57,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
592,Andenes,NO,62.58,clear sky,69.3143,16.1194,Hotell Marena
594,Sept-Iles,CA,66.72,scattered clouds,50.2001,-66.3821,Comfort Inn
595,Leh,IN,62.89,scattered clouds,34.1667,77.5833,Hotel Ladakh Greens
598,Megion,RU,66.22,overcast clouds,61.0296,76.1136,Komfort Hotel
599,Ambilobe,MG,71.17,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
601,Xai-Xai,MZ,62.44,clear sky,-25.0519,33.6442,Complexo da Familia
603,Sambava,MG,70.39,broken clouds,-14.2667,50.1667,Melrose
604,Sumenep,ID,78.98,scattered clouds,-7.0167,113.8667,OYO 3271 Homestay Pandian
605,Manta,EC,78.58,broken clouds,-0.95,-80.7333,Balandra Hotel
606,Chernyshevskiy,RU,55.71,overcast clouds,63.0128,112.4714,Chernyseyskiy
609,Kemijarvi,FI,57.45,overcast clouds,66.7131,27.4306,Hotelli Kemijärvi
611,Chikodi,IN,72.07,overcast clouds,16.4333,74.6,Hotel Nisarga Palace
612,Burriana,ES,77.65,scattered clouds,39.889,-0.085,Hotel Beatriz
613,Sagarejo,GE,79.23,broken clouds,41.734,45.3315,LOZA
614,Kirakira,SB,77.0,scattered clouds,-10.4544,161.9205,SanBiz Lodge
615,Redmond,US,70.29,broken clouds,47.674,-122.1215,Seattle Marriott Redmond
618,Kenai,US,54.03,light rain,60.5544,-151.2583,Aspen Extended Stay Suites
619,Kununurra,AU,55.38,clear sky,-15.7667,128.7333,Hotel Kununurra
620,Shache,CN,75.7,overcast clouds,38.4167,77.2406,Delong Hotel
622,Comodoro Rivadavia,AR,51.66,few clouds,-45.8667,-67.5,Austral Hotel
623,Abatskoye,RU,61.86,overcast clouds,56.2875,70.4555,Gostinitsa Abatskaya
624,Corner Brook,CA,68.13,overcast clouds,48.9667,-57.9484,Glynmill Inn
631,Palamos,ES,76.78,scattered clouds,41.8484,3.1291,Hotel Rosamar
632,Carballo,ES,67.06,overcast clouds,43.213,-8.691,Pazo do Souto
633,Rawson,AR,51.48,clear sky,-43.3002,-65.1023,Hosteria Sampedro
636,Asau,RO,71.4,light rain,46.4333,26.4,Casa Mika Ciobanus
638,Constitucion,CL,53.47,overcast clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
639,Kuytun,RU,52.41,scattered clouds,54.3419,101.5036,Gostinitsa Tsentral'naya
641,Pemangkat,ID,78.06,overcast clouds,1.1667,108.9667,Ramah Kost KITA
650,Harper,LR,77.04,scattered clouds,4.375,-7.7169,Screensaver
652,Arak,IR,79.77,overcast clouds,34.0917,49.6892,خانه سازمانهای غیر دولتی استان مرکزی
655,Cap Malheureux,MU,69.48,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
656,Uglovka,RU,60.17,overcast clouds,58.2392,33.5108,Inn Dubrava
657,Smithers,CA,61.12,few clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
658,Santa Comba,ES,63.86,overcast clouds,43.0331,-8.8093,Hotel Xallas
659,Luanda,AO,73.4,clear sky,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
661,Ketchikan,US,62.94,broken clouds,55.3422,-131.6461,Snows Cove Lodge
664,Lusaka,ZM,62.31,clear sky,-15.4067,28.2871,"InterContinental Lusaka, an IHG Hotel"
666,Boralday,KZ,78.66,scattered clouds,43.3578,76.8594,"Zhetysu, Too Zhetysu"
668,Zlobin,HR,72.7,few clouds,45.2924,14.6541,Hotel Bitoraj Fuzine
671,Alyangula,AU,60.67,clear sky,-13.8483,136.4192,Groote Eylandt Lodge
