City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Cachoeirinha,-29.9511,-51.0939,85.69,55,0,4.61,BR,2021-08-08 17:46:48
296,Esperance,-33.8667,121.9,58.84,80,9,14.05,AU,2021-08-08 17:46:48
297,Kantang,7.4054,99.5156,78.35,90,94,3.69,TH,2021-08-08 17:46:49
298,Glenwood Springs,39.5505,-107.3248,82.13,33,1,3.44,US,2021-08-08 17:46:49
299,Jalu,29.0331,21.5482,94.3,16,0,10.49,LY,2021-08-08 17:46:49
300,Tilichiki,60.4667,166.1,44.46,79,100,7.43,RU,2021-08-08 17:46:50
301,Mar Del Plata,-38.0023,-57.5575,50.02,66,0,13.8,AR,2021-08-08 17:46:50
302,Macia,-25.0269,33.0989,63.19,55,0,6.46,MZ,2021-08-08 17:46:51
303,Tsiroanomandidy,-18.7667,46.0333,63.16,39,6,3.15,MG,2021-08-08 17:46:51
304,Caravelas,-17.7125,-39.2481,74.66,63,13,9.89,BR,2021-08-08 17:46:51
305,Sitka,57.0531,-135.33,60.69,72,90,5.75,US,2021-08-08 17:46:52
306,Liptovsky Hradok,49.0396,19.7234,72.23,85,83,2.48,SK,2021-08-08 17:46:52
307,Okitipupa,6.5047,4.7839,73.56,94,99,3.98,NG,2021-08-08 17:46:53
308,Kathmandu,27.7167,85.3167,71.82,100,75,2.3,NP,2021-08-08 17:46:03
309,Burns Lake,54.2331,-125.7533,54.82,54,7,3.98,CA,2021-08-08 17:46:53
310,Fairbanks,64.8378,-147.7164,59.59,83,90,8.05,US,2021-08-08 17:46:53
311,Tigil,57.8,158.6667,42.91,89,40,3.62,RU,2021-08-08 17:46:54
312,San Rafael Del Sur,11.8485,-86.4384,86.97,57,59,12.39,NI,2021-08-08 17:46:54
313,Mahajanga,-15.7167,46.3167,75.22,78,20,5.75,MG,2021-08-08 17:46:55
314,Evansville,37.9748,-87.5558,92.17,58,20,3.0,US,2021-08-08 17:46:32
315,Noumea,-22.2763,166.4572,60.78,65,79,10.31,NC,2021-08-08 17:46:55
316,Parker,32.7668,-97.8003,92.98,57,14,3.0,US,2021-08-08 17:46:56
317,Mangrol,21.1167,70.1167,80.89,81,100,9.31,IN,2021-08-08 17:46:56
318,Mandera,3.9366,41.867,86.31,35,89,11.77,KE,2021-08-08 17:46:56
319,Pangnirtung,66.1451,-65.7125,48.2,71,90,17.27,CA,2021-08-08 17:46:57
320,Orleans,30.0335,-89.9501,93.99,68,1,8.05,US,2021-08-08 17:46:57
321,Manokwari,-0.8667,134.0833,77.61,78,99,3.51,ID,2021-08-08 17:46:57
322,Ashland,40.8167,-82.2665,86.49,63,68,5.12,US,2021-08-08 17:46:58
323,Luangwa,-15.6167,30.4167,68.2,36,0,1.63,ZM,2021-08-08 17:46:58
324,Ancud,-41.8697,-73.8203,54.43,61,3,3.87,CL,2021-08-08 17:46:58
325,Sao Francisco,-15.9486,-44.8644,84.38,26,0,7.52,BR,2021-08-08 17:46:59
326,Whyalla,-33.0333,137.5833,42.69,81,0,4.61,AU,2021-08-08 17:46:59
327,Songjianghe,42.1859,127.479,57.74,81,0,1.95,CN,2021-08-08 17:47:00
328,Una,20.8167,71.0333,79.86,82,87,7.2,IN,2021-08-08 17:47:00
329,San Jeronimo,-11.9472,-75.2829,65.62,22,0,2.98,PE,2021-08-08 17:47:00
330,Batavia,41.85,-88.3126,90.03,64,1,3.0,US,2021-08-08 17:47:01
331,Flinders,-34.5833,150.8552,51.21,81,100,1.01,AU,2021-08-08 17:47:01
332,Sobolevo,54.4299,31.8996,65.19,67,100,3.49,RU,2021-08-08 17:47:01
333,Mao,39.8885,4.2658,77.56,65,0,12.66,ES,2021-08-08 17:47:02
334,Chuy,-33.6971,-53.4616,64.92,80,80,8.21,UY,2021-08-08 17:47:02
335,Padang,-0.9492,100.3543,78.31,87,81,3.71,ID,2021-08-08 17:44:07
336,Minab,27.1467,57.0801,90.9,55,1,3.76,IR,2021-08-08 17:47:03
337,Halifax,44.6453,-63.5724,76.68,78,100,1.99,CA,2021-08-08 17:47:03
338,Sao Jose Da Coroa Grande,-8.8978,-35.1478,75.96,78,64,11.99,BR,2021-08-08 17:47:04
339,Innisfail,-17.5333,146.0333,66.69,88,83,5.19,AU,2021-08-08 17:47:04
340,Miri,4.4148,114.0089,80.74,89,40,4.61,MY,2021-08-08 17:47:04
341,Iskateley,67.6803,53.1512,47.8,90,0,7.16,RU,2021-08-08 17:47:05
342,Thinadhoo,0.5333,72.9333,81.18,76,100,2.93,MV,2021-08-08 17:44:31
343,Samarinda,-0.5,117.15,74.12,98,81,0.29,ID,2021-08-08 17:47:05
344,Taksimo,56.3444,114.8794,59.54,98,100,2.75,RU,2021-08-08 17:42:41
345,Hay River,60.8156,-115.7999,46.38,93,75,9.22,CA,2021-08-08 17:47:06
346,Presidencia Roque Saenz Pena,-26.7852,-60.4388,94.91,19,49,15.37,AR,2021-08-08 17:47:06
347,Chumikan,54.7183,135.315,50.11,85,100,8.79,RU,2021-08-08 17:47:06
348,Hirara,24.8,125.2833,81.43,86,74,11.77,JP,2021-08-08 17:47:07
349,Entebbe,0.0644,32.4469,73.72,78,20,3.44,UG,2021-08-08 17:47:07
350,Dhidhdhoo,6.8833,73.1,82.18,69,100,19.73,MV,2021-08-08 17:47:08
351,Cap Malheureux,-19.9842,57.6142,69.48,89,86,3.0,MU,2021-08-08 17:47:08
352,Irbeyskoye,55.6428,95.4522,58.62,82,11,2.26,RU,2021-08-08 17:47:09
353,Cabra,37.4725,-4.4421,94.44,23,0,3.0,ES,2021-08-08 17:47:09
354,Bandundu,-3.3167,17.3667,85.28,31,59,0.63,CD,2021-08-08 17:47:10
355,Gerash,27.6652,54.1371,96.94,24,8,4.94,IR,2021-08-08 17:47:10
356,Pacific Grove,36.6177,-121.9166,75.16,85,40,3.0,US,2021-08-08 17:47:10
357,Talaya,61.3833,152.75,49.87,83,100,4.61,RU,2021-08-08 17:47:11
358,Sijunjung,-0.6876,100.9537,72.88,97,91,1.9,ID,2021-08-08 17:47:11
359,Araouane,18.9048,-3.5265,105.57,13,48,13.56,ML,2021-08-08 17:47:12
360,Northam,51.0333,-4.2167,65.82,86,28,15.93,GB,2021-08-08 17:47:12
361,San Quintin,30.4833,-115.95,72.95,66,13,8.79,MX,2021-08-08 17:47:13
362,Nyurba,63.2842,118.3319,61.29,98,93,2.04,RU,2021-08-08 17:47:13
363,Adre,13.4667,22.2,69.21,87,100,3.76,TD,2021-08-08 17:47:13
364,Natal,-5.795,-35.2094,84.42,58,40,24.16,BR,2021-08-08 17:44:21
365,Qiongshan,20.0058,110.3542,82.38,94,0,0.0,CN,2021-08-08 17:47:14
366,Ginda,30.6945,78.4932,64.85,90,25,2.73,IN,2021-08-08 17:47:14
367,Naze,28.3667,129.4833,78.08,87,42,15.39,JP,2021-08-08 17:47:15
368,Tsabong,-26.0217,22.401,69.75,15,0,10.47,BW,2021-08-08 17:47:15
369,Kalevala,65.2,31.1667,56.52,82,99,10.11,RU,2021-08-08 17:47:15
370,Skjervoy,70.0311,20.9714,73.4,61,96,15.1,NO,2021-08-08 17:47:16
371,Marsh Harbour,26.5412,-77.0636,84.13,70,14,8.41,BS,2021-08-08 17:47:16
372,Jacareacanga,-6.2222,-57.7528,100.76,20,6,3.44,BR,2021-08-08 17:47:17
373,Letnyaya Stavka,45.4306,43.4472,85.08,36,21,7.27,RU,2021-08-08 17:47:17
374,Mariental,-24.6333,17.9667,69.13,17,5,12.71,NA,2021-08-08 17:47:17
375,Irkutsk,52.2978,104.2964,52.57,100,90,0.0,RU,2021-08-08 17:47:18
376,Saint George,37.1041,-113.5841,99.07,18,1,1.01,US,2021-08-08 17:45:44
377,Orimattila,60.8049,25.7296,66.02,77,99,3.96,FI,2021-08-08 17:47:18
378,Along,28.1667,94.7667,76.96,100,93,0.6,IN,2021-08-08 17:47:19
379,Coruripe,-10.1256,-36.1756,76.89,63,71,10.0,BR,2021-08-08 17:47:19
380,Kadoshkino,54.0257,44.4191,72.61,48,99,5.73,RU,2021-08-08 17:47:19
381,Corinto,37.9407,22.9573,86.02,51,0,1.97,GR,2021-08-08 17:47:20
382,Yen Bai,21.7,104.8667,80.47,92,97,1.92,VN,2021-08-08 17:47:20
383,Evensk,61.95,159.2333,51.67,68,34,10.31,RU,2021-08-08 17:47:21
384,Pilar,-9.5972,-35.9567,78.73,65,78,8.55,BR,2021-08-08 17:47:21
385,Havre-Saint-Pierre,50.2334,-63.5986,66.56,45,90,11.5,CA,2021-08-08 17:47:21
386,Sur,22.5667,59.5289,90.28,56,0,11.48,OM,2021-08-08 17:47:22
387,Conde,-7.2597,-34.9075,81.86,65,75,18.41,BR,2021-08-08 17:47:22
388,Sesimbra,38.4445,-9.1015,76.66,55,0,19.82,PT,2021-08-08 17:47:23
389,Perpignan,42.75,2.75,76.42,42,90,9.22,FR,2021-08-08 17:47:23
390,Norman,35.2226,-97.4395,87.87,89,1,19.57,US,2021-08-08 17:43:47
391,Nador,35.174,-2.9287,86.07,39,0,8.05,MA,2021-08-08 17:47:23
392,Sangar,63.9242,127.4739,59.38,40,1,9.1,RU,2021-08-08 17:47:24
393,Alofi,-19.0595,-169.9187,73.29,83,99,9.22,NU,2021-08-08 17:47:24
394,Kalia,23.0396,89.6328,80.85,92,88,7.78,BD,2021-08-08 17:47:24
395,Nuqui,5.7125,-77.2708,81.09,78,81,8.88,CO,2021-08-08 17:47:25
396,Kasempa,-13.4584,25.8338,65.77,27,0,5.08,ZM,2021-08-08 17:47:25
397,Nome,64.5011,-165.4064,53.67,67,90,18.41,US,2021-08-08 17:47:25
398,Union,40.6334,-74.2663,85.05,69,90,8.05,US,2021-08-08 17:43:18
399,Novokruchininskiy,51.7833,113.7667,53.33,93,61,1.57,RU,2021-08-08 17:47:26
400,Kokkola,63.8385,23.1307,64.56,80,75,6.91,FI,2021-08-08 17:47:26
401,Turukhansk,65.8167,87.9833,58.05,68,7,7.72,RU,2021-08-08 17:47:27
402,Bone,51.9669,12.1396,72.28,51,72,14.41,DE,2021-08-08 17:47:27
403,Hamilton,39.1834,-84.5333,90.72,59,40,1.01,US,2021-08-08 17:46:01
404,Mazamari,-11.3258,-74.5308,90.72,34,0,2.17,PE,2021-08-08 17:47:28
405,Kalabo,-14.97,22.6814,69.85,19,1,6.15,ZM,2021-08-08 17:47:28
406,Pangai,-19.8,-174.35,71.71,64,20,0.0,TO,2021-08-08 17:47:28
407,Amontada,-3.3617,-39.8317,94.05,33,21,11.81,BR,2021-08-08 17:47:29
408,Santa Rosa,14.3122,121.1114,81.1,87,93,4.68,PH,2021-08-08 17:44:25
409,Saldanha,-33.0117,17.9442,57.25,79,100,17.13,ZA,2021-08-08 17:47:29
410,Savannakhet,16.566,104.751,79.81,87,92,6.71,LA,2021-08-08 17:47:30
411,Salalah,17.0151,54.0924,78.89,94,90,4.61,OM,2021-08-08 17:47:30
412,Ismailia,30.6043,32.2723,83.41,61,0,11.63,EG,2021-08-08 17:42:42
413,Plouzane,48.3833,-4.6167,62.62,85,75,16.11,FR,2021-08-08 17:47:31
414,Pozoblanco,38.3791,-4.8483,84.78,12,0,8.16,ES,2021-08-08 17:47:31
415,Trani,41.2727,16.4154,97.3,41,6,7.81,IT,2021-08-08 17:47:32
416,Maniitsoq,65.4167,-52.9,41.59,87,98,3.6,GL,2021-08-08 17:47:32
417,Savannah Bight,16.45,-85.85,89.65,79,100,18.97,HN,2021-08-08 17:47:32
418,Comodoro Rivadavia,-45.8667,-67.5,51.66,32,20,9.22,AR,2021-08-08 17:47:33
419,Algeciras,36.1333,-5.4505,91.06,47,0,12.66,ES,2021-08-08 17:47:33
420,Phonhong,18.5007,102.4166,78.4,86,100,1.14,LA,2021-08-08 17:47:33
421,Buraydah,26.326,43.975,100.85,11,73,11.36,SA,2021-08-08 17:45:05
422,Kahului,20.8947,-156.47,75.22,75,40,9.22,US,2021-08-08 17:47:34
423,Goure,13.9835,10.2704,85.01,46,69,5.97,NE,2021-08-08 17:47:34
424,Broken Hill,-31.95,141.4333,42.51,75,0,9.22,AU,2021-08-08 17:47:35
425,Maragheh,37.3917,46.2398,80.87,23,20,11.5,IR,2021-08-08 17:47:35
426,Nuevo Progreso,23.1667,-97.95,90.9,49,10,4.0,MX,2021-08-08 17:47:35
427,Launceston,-41.45,147.1667,47.16,97,90,8.05,AU,2021-08-08 17:47:36
428,Port Keats,-14.25,129.55,64.6,31,0,6.35,AU,2021-08-08 17:47:36
429,Pitimbu,-7.4706,-34.8086,82.99,69,64,16.33,BR,2021-08-08 17:47:36
430,Sao Gabriel,-30.3364,-54.32,79.75,51,0,9.08,BR,2021-08-08 17:47:37
431,Pitsunda,43.1592,40.3378,78.98,79,70,2.48,GE,2021-08-08 17:47:37
432,Osorno,-40.5667,-73.15,50.31,71,75,12.66,CL,2021-08-08 17:47:37
433,Bambous Virieux,-20.3428,57.7575,69.22,100,75,6.91,MU,2021-08-08 17:47:38
434,San Miguelito,9.0333,-79.5,87.67,72,20,5.01,PA,2021-08-08 17:47:38
435,Del Rio,29.3627,-100.8968,91.51,58,1,13.8,US,2021-08-08 17:47:39
436,Vallenar,-28.5708,-70.7581,60.75,39,26,5.44,CL,2021-08-08 17:47:39
437,Kirakira,-10.4544,161.9205,77.07,86,94,5.93,SB,2021-08-08 17:47:40
438,Sakaiminato,35.55,133.2333,78.78,100,90,29.93,JP,2021-08-08 17:47:05
439,Tiznit,29.5833,-9.5,69.37,67,0,8.88,MA,2021-08-08 17:47:40
440,Per,47.6115,17.8063,74.93,68,0,3.44,HU,2021-08-08 17:47:41
441,Nalut,30.3333,10.85,102.16,9,2,10.13,LY,2021-08-08 17:47:41
442,Margate,51.3813,1.3862,66.69,67,88,8.01,GB,2021-08-08 17:47:41
443,Praya,14.9215,-23.5087,84.74,70,40,10.36,CV,2021-08-08 17:47:42
444,Mirnyy,62.5353,113.9611,56.95,85,64,0.96,RU,2021-08-08 17:47:42
445,Amahai,-3.3333,128.9167,75.99,88,100,2.13,ID,2021-08-08 17:47:42
446,Workington,54.6425,-3.5441,64.33,96,87,22.91,GB,2021-08-08 17:47:43
447,Bitung,1.4451,125.1824,74.25,87,100,9.35,ID,2021-08-08 17:47:43
448,Port Moresby,-9.4431,147.1797,76.42,83,40,11.5,PG,2021-08-08 17:47:44
449,Caldas Novas,-17.7417,-48.625,82.33,23,0,6.4,BR,2021-08-08 17:42:47
450,Scottsbluff,41.8666,-103.6672,91.81,29,1,5.01,US,2021-08-08 17:43:36
451,Xuddur,4.1213,43.8894,80.02,47,100,17.81,SO,2021-08-08 17:47:44
452,Omboue,-1.5746,9.2618,74.3,80,72,7.92,GA,2021-08-08 17:47:45
453,Arbuzynka,47.9097,31.3196,69.87,63,0,8.68,UA,2021-08-08 17:47:45
454,Marawi,7.9986,124.2928,66.65,92,100,2.19,PH,2021-08-08 17:47:45
455,Vila,42.0304,-8.1588,67.69,55,26,5.82,PT,2021-08-08 17:47:46
456,Ranghulu,46.65,124.8667,64.17,86,58,10.6,CN,2021-08-08 17:47:46
457,Loralai,30.3705,68.598,83.3,34,40,9.64,PK,2021-08-08 17:47:47
458,Luanda,-8.8368,13.2343,75.2,78,0,6.91,AO,2021-08-08 17:47:47
459,Barra Do Garcas,-15.89,-52.2567,91.98,27,0,6.91,BR,2021-08-08 17:47:47
460,Jiuquan,39.7432,98.5174,72.37,22,1,11.03,CN,2021-08-08 17:47:48
461,Contamana,-7.3333,-75.0167,96.71,27,0,3.02,PE,2021-08-08 17:47:48
462,Sistranda,63.7256,8.834,69.76,70,44,10.38,NO,2021-08-08 17:47:48
463,Luganville,-15.5333,167.1667,74.98,85,100,10.65,VU,2021-08-08 17:47:49
464,Gloversville,43.0528,-74.3438,85.51,68,75,7.0,US,2021-08-08 17:47:49
465,Hokitika,-42.7167,170.9667,35.01,79,40,8.46,NZ,2021-08-08 17:43:07
466,Konstantinovka,49.6167,127.9833,52.48,87,4,6.26,RU,2021-08-08 17:47:50
467,Marsa Matruh,31.3525,27.2453,82.6,61,0,17.27,EG,2021-08-08 17:47:50
468,Passo De Camaragibe,-9.2368,-35.4901,80.15,72,61,8.08,BR,2021-08-08 17:47:51
469,Lavrentiya,65.5833,-171.0,42.8,86,100,13.62,RU,2021-08-08 17:47:51
470,Lapusnicu Mare,44.9131,21.9442,82.65,38,0,5.73,RO,2021-08-08 17:47:51
471,Ishigaki,24.3448,124.1572,81.82,88,82,5.48,JP,2021-08-08 17:47:52
472,Podor,16.6527,-14.9587,96.75,44,75,4.61,MR,2021-08-08 17:47:52
473,Paita,-5.0892,-81.1144,75.76,65,2,14.74,PE,2021-08-08 17:47:52
474,Corsicana,32.0954,-96.4689,93.25,60,40,7.0,US,2021-08-08 17:47:53
475,Riofrio,4.1571,-76.2885,79.05,65,80,1.9,CO,2021-08-08 17:47:53
476,Coahuayana,18.7333,-103.6833,91.13,53,78,3.65,MX,2021-08-08 17:47:53
477,Tautira,-17.7333,-149.15,75.22,77,83,8.68,PF,2021-08-08 17:47:54
478,Rabo De Peixe,37.8,-25.5833,71.11,78,75,13.8,PT,2021-08-08 17:47:54
479,Okha,53.5739,142.9478,50.94,80,50,1.68,RU,2021-08-08 17:47:55
480,Cambrai,50.1667,3.4167,65.77,71,89,11.16,FR,2021-08-08 17:47:55
481,Muroto,33.2833,134.15,82.87,86,100,36.95,JP,2021-08-08 17:47:55
482,Birin,26.8865,88.0718,65.89,93,84,2.77,NP,2021-08-08 17:47:56
483,Pachperwa,27.5167,82.65,80.42,90,100,4.09,IN,2021-08-08 17:47:56
484,Henties Bay,-22.116,14.2845,57.85,93,13,14.5,NA,2021-08-08 17:47:56
485,Beipiao,41.7919,120.7792,70.56,77,99,1.3,CN,2021-08-08 17:47:57
486,Matara,5.9485,80.5353,76.69,91,69,9.28,LK,2021-08-08 17:47:57
487,Reyes,-14.3167,-67.3833,94.71,25,5,5.55,BO,2021-08-08 17:47:58
488,Tanggu,39.0211,117.6469,82.36,74,100,5.93,CN,2021-08-08 17:47:58
489,Goba,7.0167,39.9833,52.7,86,57,3.76,ET,2021-08-08 17:47:58
490,Eyrarbakki,63.863,-21.1481,65.21,72,79,8.03,IS,2021-08-08 17:47:59
491,Tamandare,-8.7597,-35.1047,76.01,78,71,11.3,BR,2021-08-08 17:47:59
492,Esna,25.2934,32.554,100.42,11,0,11.9,EG,2021-08-08 17:47:59
493,Taunggyi,20.7833,97.0333,64.17,96,99,3.33,MM,2021-08-08 17:48:00
494,Hinton,53.4001,-117.5857,65.1,61,99,4.83,CA,2021-08-08 17:48:00
495,Diffa,13.3154,12.6113,86.49,51,50,7.23,NE,2021-08-08 17:48:01
496,Alta Floresta,-9.8756,-56.0861,94.82,26,0,6.91,BR,2021-08-08 17:48:01
497,Laramie,41.3114,-105.5911,79.79,25,1,1.01,US,2021-08-08 17:48:01
498,Ngunguru,-35.6167,174.5,43.16,86,100,14.52,NZ,2021-08-08 17:48:02
499,Warmbad,-28.45,18.7333,56.37,60,21,14.34,NA,2021-08-08 17:48:02
500,Ulladulla,-35.35,150.4667,47.3,67,92,4.12,AU,2021-08-08 17:45:03
501,Lompoc,34.6391,-120.4579,81.1,90,90,0.0,US,2021-08-08 17:48:03
502,Scarborough,54.2797,-0.4044,65.77,78,73,5.99,GB,2021-08-08 17:48:03
503,Saint Marys,30.7305,-81.5465,95.05,76,8,5.19,US,2021-08-08 17:48:03
504,Marsabit,2.3284,37.9899,71.98,45,50,10.98,KE,2021-08-08 17:48:04
505,Kudahuvadhoo,2.6708,72.8944,82.89,75,100,12.39,MV,2021-08-08 17:48:04
506,Dalby,-27.1833,151.2667,47.1,93,1,10.2,AU,2021-08-08 17:48:04
507,Bonavista,48.6499,-53.1147,64.11,91,99,20.38,CA,2021-08-08 17:48:05
508,Palmer,42.1584,-72.3287,85.62,62,75,0.0,US,2021-08-08 17:48:05
509,Atambua,-9.1061,124.8925,67.8,85,27,4.09,ID,2021-08-08 17:48:06
510,Guanare,9.0418,-69.7421,91.42,58,98,12.66,VE,2021-08-08 17:48:06
511,Edd,13.9297,41.6925,89.8,70,97,7.11,ER,2021-08-08 17:48:06
512,Ewa Beach,21.3156,-158.0072,78.75,70,1,4.61,US,2021-08-08 17:48:07
513,Puno,-15.8333,-70.0333,58.57,32,11,5.77,PE,2021-08-08 17:48:07
514,Manavalakurichi,8.1333,77.3,78.89,86,80,15.43,IN,2021-08-08 17:48:07
515,Jaisalmer,26.9147,70.9181,92.89,39,0,18.45,IN,2021-08-08 17:48:08
516,Pondicherry,11.93,79.83,84.22,76,77,16.33,IN,2021-08-08 17:48:08
517,Antofagasta,-23.65,-70.4,61.88,65,38,12.19,CL,2021-08-08 17:48:09
518,Shimoda,34.6667,138.95,82.51,90,100,15.99,JP,2021-08-08 17:45:21
519,Villa Carlos Paz,-31.4241,-64.4978,63.05,44,0,15.01,AR,2021-08-08 17:48:09
520,Port Hedland,-20.3167,118.5667,57.25,82,3,8.05,AU,2021-08-08 17:48:10
521,Gravdal,68.1214,13.5031,69.69,46,0,16.11,NO,2021-08-08 17:48:10
522,Oksfjord,70.2396,22.3479,73.47,56,71,8.88,NO,2021-08-08 17:48:10
523,Kainantu,-6.2887,145.8655,59.74,98,100,1.66,PG,2021-08-08 17:48:11
524,Hoquiam,46.9809,-123.8893,68.45,84,90,6.91,US,2021-08-08 17:48:11
525,Walvis Bay,-22.9575,14.5053,59.95,67,6,8.05,NA,2021-08-08 17:48:12
526,Qaqortoq,60.7167,-46.0333,52.3,75,8,18.57,GL,2021-08-08 17:48:12
527,Leningradskiy,69.3833,178.4167,37.67,80,65,15.79,RU,2021-08-08 17:48:12
528,Bandiagara,14.3501,-3.6104,88.84,43,53,3.53,ML,2021-08-08 17:48:13
529,Paralimni,35.0375,33.9833,87.66,88,0,5.99,CY,2021-08-08 17:48:13
530,Kruisfontein,-34.0033,24.7314,58.89,84,90,7.38,ZA,2021-08-08 17:48:13
531,Canaries,28.0,-15.5,71.56,53,20,24.16,ES,2021-08-08 17:48:14
532,Boden,65.8252,21.6886,60.8,98,100,9.91,SE,2021-08-08 17:48:14
533,Saint-Augustin,51.226,-58.6502,67.59,38,70,3.58,CA,2021-08-08 17:48:14
534,Madison,34.7334,-86.5667,89.1,63,20,1.99,US,2021-08-08 17:46:15
535,Johnstown,40.3267,-78.922,87.48,70,90,3.44,US,2021-08-08 17:48:09
536,Balud,10.1476,123.6953,78.76,76,100,5.01,PH,2021-08-08 17:48:15
537,Cockburn Town,21.4612,-71.1419,85.96,66,40,10.36,TC,2021-08-08 17:43:42
538,Chimoio,-19.1164,33.4833,62.46,63,0,4.61,MZ,2021-08-08 17:48:16
539,Dzhebariki-Khaya,62.2167,135.8,54.64,63,8,1.28,RU,2021-08-08 17:48:16
540,Horsham,51.064,-0.3272,66.29,77,20,12.66,GB,2021-08-08 17:48:16
541,Beira,-19.8436,34.8389,68.09,77,0,0.0,MZ,2021-08-08 17:48:17
542,Salinopolis,-0.6136,-47.3561,83.43,67,18,12.8,BR,2021-08-08 17:48:17
543,Beringovskiy,63.05,179.3167,43.7,89,100,22.55,RU,2021-08-08 17:48:17
544,Rockport,28.0206,-97.0544,93.22,73,20,3.0,US,2021-08-08 17:48:18
545,Mackay,-21.15,149.2,63.05,94,75,8.05,AU,2021-08-08 17:44:29
546,Eureka,40.8021,-124.1637,60.93,90,95,1.99,US,2021-08-08 17:48:18
547,Seydi,39.4816,62.9137,89.73,15,0,12.1,TM,2021-08-08 17:48:19
548,Sinnamary,5.3833,-52.95,83.82,73,65,11.83,GF,2021-08-08 17:48:19
549,Urumqi,43.801,87.6005,79.75,30,0,6.71,CN,2021-08-08 17:48:17
550,Mercedes,-34.6515,-59.4307,43.52,75,80,19.06,AR,2021-08-08 17:48:20
551,Porto Novo,6.4965,2.6036,78.62,86,97,9.8,BJ,2021-08-08 17:48:20
552,Batagay-Alyta,67.8006,130.4114,56.91,46,51,1.21,RU,2021-08-08 17:48:20
553,Bowmore,34.9421,-79.3031,90.81,56,1,1.99,US,2021-08-08 17:48:21
554,Talnakh,69.4865,88.3972,61.07,51,0,3.02,RU,2021-08-08 17:48:21
555,Horasan,40.0458,42.1728,70.48,48,89,5.3,TR,2021-08-08 17:48:21
556,Ambovombe,-25.1667,46.0833,65.25,82,0,6.33,MG,2021-08-08 17:48:22
557,Vestmanna,62.1564,-7.1664,52.72,94,20,8.05,FO,2021-08-08 17:48:22
558,Butembo,0.15,29.2833,58.87,96,67,1.83,CD,2021-08-08 17:48:22
559,Vaitape,-16.5167,-151.75,78.96,74,37,13.51,PF,2021-08-08 17:48:23
560,Imbituba,-28.24,-48.6703,75.09,67,0,13.76,BR,2021-08-08 17:48:23
561,Rawson,-43.3002,-65.1023,52.03,37,0,7.25,AR,2021-08-08 17:48:24
562,Bosobolo,4.1833,19.9,74.07,80,67,2.44,CD,2021-08-08 17:48:24
563,Hovd,48.0056,91.6419,60.87,60,94,2.42,MN,2021-08-08 17:48:24
564,Bandarbeyla,9.4942,50.8122,76.12,84,69,32.03,SO,2021-08-08 17:48:25
565,Muli,2.9167,73.5667,83.68,73,99,13.18,MV,2021-08-08 17:48:25
566,Quelimane,-17.8786,36.8883,71.55,73,0,5.75,MZ,2021-08-08 17:48:26
567,Juneau,58.3019,-134.4197,59.22,90,75,4.61,US,2021-08-08 17:48:26
568,Vaasa,63.096,21.6158,64.42,77,20,6.91,FI,2021-08-08 17:43:52
569,Tomatlan,19.9333,-105.25,90.27,57,57,2.82,MX,2021-08-08 17:48:26
570,Montepuez,-13.1256,38.9997,70.92,57,53,7.25,MZ,2021-08-08 17:48:27
571,Bulungu,-4.55,18.6,84.27,29,51,2.39,CD,2021-08-08 17:48:27
572,Guerrero Negro,27.9769,-114.0611,77.76,62,6,10.31,MX,2021-08-08 17:48:28
573,Soe,-9.8607,124.284,62.42,88,37,3.42,ID,2021-08-08 17:48:28
574,Vanino,49.0869,140.2543,52.21,89,100,5.23,RU,2021-08-08 17:48:28
575,Pierre,44.3683,-100.351,85.12,48,1,3.44,US,2021-08-08 17:48:29
576,Yulara,-25.2406,130.9889,40.84,45,0,2.3,AU,2021-08-08 17:48:29
577,Hambantota,6.1241,81.1185,78.75,83,57,16.49,LK,2021-08-08 17:48:29
578,Tuatapere,-46.1333,167.6833,35.82,84,99,6.76,NZ,2021-08-08 17:44:08
579,Moyale,3.5167,39.0584,71.31,50,62,7.09,KE,2021-08-08 17:48:30
580,Barreirinhas,-2.7469,-42.8264,88.38,48,2,10.63,BR,2021-08-08 17:48:30
581,Cooma,-36.2333,149.1333,33.57,93,90,4.61,AU,2021-08-08 17:48:31
582,Berlevag,70.8578,29.0864,71.6,65,9,11.23,NO,2021-08-08 17:48:31
583,Saint-Joseph,-21.3667,55.6167,68.38,81,17,5.57,RE,2021-08-08 17:48:32
584,Douglas,41.3,-96.167,83.61,72,1,1.99,US,2021-08-08 17:48:32
585,Battle Creek,42.3212,-85.1797,86.72,69,1,12.66,US,2021-08-08 17:47:02
586,Pontes E Lacerda,-15.2261,-59.3353,98.15,18,3,6.89,BR,2021-08-08 17:48:33
587,Kashi,39.4547,75.9797,84.25,28,71,0.63,CN,2021-08-08 17:48:33
588,Kigoma,-4.8769,29.6267,75.79,69,0,0.0,TZ,2021-08-08 17:48:27
589,Diamantino,-14.4086,-56.4461,95.72,21,6,7.38,BR,2021-08-08 17:45:31
590,Beihai,21.4833,109.1,84.63,85,97,7.36,CN,2021-08-08 17:48:34
591,Pahrump,36.2083,-115.9839,99.25,10,0,1.01,US,2021-08-08 17:47:26
592,Wangkui,46.8333,126.5,58.21,90,34,6.4,CN,2021-08-08 17:48:34
593,Aktau,43.65,51.2,88.38,24,16,7.34,KZ,2021-08-08 17:48:34
